iec_path,fc,cdc,modbus_type,modbus_address,modbus_device_id,enabled,description
IED_E01BCU/CTRL/GGIO2.SPCSO2.Oper.ctlVal,CO,SPC,coil,138,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO2.stVal,ST,SPC,discrete_input,139,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO3.Oper.ctlVal,CO,SPC,coil,140,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO3.stVal,ST,SPC,discrete_input,141,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO4.Oper.ctlVal,CO,SPC,coil,142,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO4.stVal,ST,SPC,discrete_input,143,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO5.Oper.ctlVal,CO,SPC,coil,144,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO5.stVal,ST,SPC,discrete_input,145,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO6.Oper.ctlVal,CO,SPC,coil,146,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO6.stVal,ST,SPC,discrete_input,147,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO7.Oper.ctlVal,CO,SPC,coil,148,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO7.stVal,ST,SPC,discrete_input,149,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO8.Oper.ctlVal,CO,SPC,coil,150,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO8.stVal,ST,SPC,discrete_input,151,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO9.Oper.ctlVal,CO,SPC,coil,152,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO9.stVal,ST,SPC,discrete_input,153,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO10.Oper.ctlVal,CO,SPC,coil,154,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO10.stVal,ST,SPC,discrete_input,155,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO19.Oper.ctlVal,CO,SPC,coil,156,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO19.stVal,ST,SPC,discrete_input,157,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO20.Oper.ctlVal,CO,SPC,coil,158,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO20.stVal,ST,SPC,discrete_input,159,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO21.Oper.ctlVal,CO,SPC,coil,160,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO21.stVal,ST,SPC,discrete_input,161,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO22.Oper.ctlVal,CO,SPC,coil,162,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO22.stVal,ST,SPC,discrete_input,163,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO23.Oper.ctlVal,CO,SPC,coil,164,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO23.stVal,ST,SPC,discrete_input,165,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO24.Oper.ctlVal,CO,SPC,coil,166,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO24.stVal,ST,SPC,discrete_input,167,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO25.Oper.ctlVal,CO,SPC,coil,168,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO25.stVal,ST,SPC,discrete_input,169,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO26.Oper.ctlVal,CO,SPC,coil,170,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO26.stVal,ST,SPC,discrete_input,171,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO27.Oper.ctlVal,CO,SPC,coil,172,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO27.stVal,ST,SPC,discrete_input,173,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO28.Oper.ctlVal,CO,SPC,coil,174,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO28.stVal,ST,SPC,discrete_input,175,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO29.Oper.ctlVal,CO,SPC,coil,176,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO29.stVal,ST,SPC,discrete_input,177,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO30.Oper.ctlVal,CO,SPC,coil,178,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO30.stVal,ST,SPC,discrete_input,179,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO31.Oper.ctlVal,CO,SPC,coil,180,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO31.stVal,ST,SPC,discrete_input,181,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO32.Oper.ctlVal,CO,SPC,coil,182,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO32.stVal,ST,SPC,discrete_input,183,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO33.Oper.ctlVal,CO,SPC,coil,184,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO33.stVal,ST,SPC,discrete_input,185,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO34.Oper.ctlVal,CO,SPC,coil,186,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO34.stVal,ST,SPC,discrete_input,187,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO35.Oper.ctlVal,CO,SPC,coil,188,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO35.stVal,ST,SPC,discrete_input,189,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO36.Oper.ctlVal,CO,SPC,coil,190,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO36.stVal,ST,SPC,discrete_input,191,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO37.Oper.ctlVal,CO,SPC,coil,192,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO37.stVal,ST,SPC,discrete_input,193,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO38.Oper.ctlVal,CO,SPC,coil,194,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO38.stVal,ST,SPC,discrete_input,195,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO39.Oper.ctlVal,CO,SPC,coil,196,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO39.stVal,ST,SPC,discrete_input,197,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO2.SPCSO41.Oper.ctlVal,CO,SPC,coil,198,1,1,SPC command
IED_E01BCU/CTRL/GGIO2.SPCSO41.stVal,ST,SPC,discrete_input,199,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO3.SPCSO1.Oper.ctlVal,CO,SPC,coil,200,1,1,SPC command
IED_E01BCU/CTRL/GGIO3.SPCSO1.stVal,ST,SPC,discrete_input,201,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO3.SPCSO2.Oper.ctlVal,CO,SPC,coil,202,1,1,SPC command
IED_E01BCU/CTRL/GGIO3.SPCSO2.stVal,ST,SPC,discrete_input,203,1,1,SPC indicator
IED_E01BCU/CTRL/GGIO3.SPCSO16.Oper.ctlVal,CO,SPC,coil,204,1,1,SPC command
IED_E01BCU/CTRL/GGIO3.SPCSO16.stVal,ST,SPC,discrete_input,205,1,1,SPC indicator
IED_E01BCU/CTRL/LLN0.LEDRs.Oper.ctlVal,CO,SPC,coil,206,1,1,SPC command
IED_E01BCU/CTRL/LLN0.LEDRs.stVal,ST,SPC,discrete_input,207,1,1,SPC indicator
IED_E01BCU/CTRL/LLN0.Loc.stVal,ST,SPS,discrete_input,208,1,1,SPS indicator
IED_E01BCU/CTRL/LOKE01GAPC2.SPCSO.Oper.ctlVal,CO,SPC,coil,209,1,1,SPC command
IED_E01BCU/CTRL/LOKE01GAPC2.SPCSO.stVal,ST,SPC,discrete_input,210,1,1,SPC indicator
IED_E01BCU/CTRL/LPHD1.Proxy.stVal,ST,SPS,discrete_input,211,1,1,SPS indicator
IED_E01BCU/CTRL/Q400CILO1.EnaCls.stVal,ST,SPS,discrete_input,212,1,1,SPS indicator
IED_E01BCU/CTRL/Q400CILO1.EnaOpn.stVal,ST,SPS,discrete_input,213,1,1,SPS indicator
IED_E01BCU/CTRL/Q400CSWI1.Loc.stVal,ST,SPS,discrete_input,214,1,1,SPS indicator
IED_E01BCU/CTRL/Q400CSWI1.Pos.Oper.ctlVal.bit0,CO,DPC,coil,215,1,1,DPC command bit0
IED_E01BCU/CTRL/Q400CSWI1.Pos.Oper.ctlVal.bit1,CO,DPC,coil,216,1,1,DPC command bit1
IED_E01BCU/CTRL/Q400CSWI1.Pos.stVal.bit0,ST,DPC,discrete_input,217,1,1,DPC indicator bit0
IED_E01BCU/CTRL/Q400CSWI1.Pos.stVal.bit1,ST,DPC,discrete_input,218,1,1,DPC indicator bit1
IED_E01BCU/CTRL/Q400XCBR1.BlkCls.Oper.ctlVal,CO,SPC,coil,219,1,1,SPC command
IED_E01BCU/CTRL/Q400XCBR1.BlkCls.stVal,ST,SPC,discrete_input,220,1,1,SPC indicator
IED_E01BCU/CTRL/Q400XCBR1.BlkOpn.Oper.ctlVal,CO,SPC,coil,221,1,1,SPC command
IED_E01BCU/CTRL/Q400XCBR1.BlkOpn.stVal,ST,SPC,discrete_input,222,1,1,SPC indicator
IED_E01BCU/CTRL/Q400XCBR1.Loc.stVal,ST,SPS,discrete_input,223,1,1,SPS indicator
IED_E01BCU/CTRL/Q400XCBR1.Pos.Oper.ctlVal.bit0,CO,DPC,coil,224,1,1,DPC command bit0
IED_E01BCU/CTRL/Q400XCBR1.Pos.Oper.ctlVal.bit1,CO,DPC,coil,225,1,1,DPC command bit1
IED_E01BCU/CTRL/Q400XCBR1.Pos.stVal.bit0,ST,DPC,discrete_input,226,1,1,DPC indicator bit0
IED_E01BCU/CTRL/Q400XCBR1.Pos.stVal.bit1,ST,DPC,discrete_input,227,1,1,DPC indicator bit1
IED_E01BCU/CTRL/Q401CILO1.EnaCls.stVal,ST,SPS,discrete_input,228,1,1,SPS indicator
IED_E01BCU/CTRL/Q401CILO1.EnaOpn.stVal,ST,SPS,discrete_input,229,1,1,SPS indicator
IED_E01BCU/CTRL/Q401CSWI1.Loc.stVal,ST,SPS,discrete_input,230,1,1,SPS indicator
IED_E01BCU/CTRL/Q401CSWI1.Pos.Oper.ctlVal.bit0,CO,DPC,coil,231,1,1,DPC command bit0
IED_E01BCU/CTRL/Q401CSWI1.Pos.Oper.ctlVal.bit1,CO,DPC,coil,232,1,1,DPC command bit1
IED_E01BCU/CTRL/Q401CSWI1.Pos.stVal.bit0,ST,DPC,discrete_input,233,1,1,DPC indicator bit0
IED_E01BCU/CTRL/Q401CSWI1.Pos.stVal.bit1,ST,DPC,discrete_input,234,1,1,DPC indicator bit1
